id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term,loan_status_clean
,,35000,35000,35000.0, 36 months,7.34,1086.15,A,A4,RECEPITIONS,8 years,MORTGAGE,42000.0,Source Verified,Apr-2018,Current,n,,,debt_consolidation,Debt consolidation,224xx,VA,21.77,0.0,Nov-2005,0.0,,,16.0,0.0,28240,30.9,39.0,w,26035.34,26035.34,10832.96,10832.96,8964.66,1868.3,0.0,0.0,0.0,Feb-2019,1086.15,Mar-2019,Feb-2019,0.0,,1,Joint App,107000.0,20.25,Source Verified,0.0,0.0,291999.0,0.0,1.0,0.0,1.0,20.0,3456.0,53.0,2.0,3.0,6434.0,32.0,91500.0,7.0,7.0,4.0,6.0,18250.0,48704.0,26.0,0.0,0.0,118.0,149.0,9.0,9.0,2.0,30.0,,10.0,,0.0,6.0,10.0,7.0,12.0,10.0,14.0,27.0,10.0,16.0,0.0,0.0,0.0,4.0,100.0,14.3,0.0,0.0,361042.0,31696.0,65800.0,6500.0,41569.0,Mar-2006,0.0,2.0,20.0,29.9,3.0,19.0,0.0,0.0,1.0,N,,,,,,,,,,,,,,,Cash,N,,,,,,,current
,,7000,7000,7000.0, 36 months,12.29,233.48,C,C1,Director,10+ years,MORTGAGE,120000.0,Not Verified,Aug-2015,Fully Paid,n,,,medical,Medical expenses,115xx,NY,13.1,0.0,May-1994,0.0,,,16.0,0.0,36637,36.6,31.0,w,0.0,0.0,8303.6512604428,8303.65,7000.0,1303.65,0.0,0.0,0.0,Oct-2017,2678.08,,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,373810.0,,,,,,,,,,,,63600.0,,,,3.0,23363.0,12944.0,38.7,0.0,0.0,134.0,255.0,2.0,2.0,5.0,2.0,,,,0.0,5.0,8.0,5.0,6.0,6.0,13.0,20.0,8.0,16.0,0.0,0.0,0.0,2.0,100.0,60.0,0.0,0.0,586181.0,39033.0,42200.0,12612.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,fully paid
,,6900,6900,6900.0, 36 months,26.24,278.89,E,E5,,,OWN,21600.0,Verified,Mar-2017,Current,n,,,debt_consolidation,Debt consolidation,544xx,WI,31.89,0.0,May-1977,3.0,,,6.0,0.0,3284,34.6,16.0,f,3126.28,3126.28,6404.41,6404.41,3773.72,2630.69,0.0,0.0,0.0,Feb-2019,278.89,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,21001.0,2.0,2.0,2.0,2.0,5.0,17620.0,96.0,1.0,1.0,1684.0,75.0,9500.0,3.0,0.0,4.0,3.0,3500.0,4316.0,28.1,0.0,0.0,181.0,54.0,9.0,5.0,0.0,29.0,,1.0,,0.0,1.0,2.0,2.0,2.0,11.0,3.0,4.0,2.0,6.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0,27911.0,21001.0,6000.0,18314.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,current
,,17000,17000,17000.0, 60 months,9.17,354.3,B,B2,Purchasing Manager,2 years,OWN,87300.0,Not Verified,Aug-2015,Current,n,,,home_improvement,Home improvement,441xx,OH,3.48,1.0,Nov-1998,0.0,19.0,,15.0,0.0,808,4.1,23.0,w,5936.85,5936.85,14863.28,14863.28,11063.15,3800.13,0.0,0.0,0.0,Feb-2019,354.3,Mar-2019,Feb-2019,0.0,19.0,1,Individual,,,,0.0,0.0,317501.0,,,,,,,,,,,,19500.0,,,,3.0,21167.0,7092.0,10.2,0.0,0.0,168.0,129.0,40.0,13.0,6.0,99.0,,20.0,,4.0,1.0,1.0,3.0,4.0,9.0,7.0,8.0,1.0,15.0,0.0,0.0,1.0,0.0,81.8,0.0,0.0,0.0,356249.0,19868.0,7900.0,16846.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,current
,,11375,11375,11375.0, 36 months,14.64,392.32,C,C3,administration,1 year,RENT,30000.0,Source Verified,Apr-2014,Fully Paid,n,,,credit_card,Credit card refinancing,114xx,NY,19.46,0.0,Jun-1995,0.0,,,5.0,0.0,18100,94.8,5.0,w,0.0,0.0,14016.0972311899,14016.1,11375.0,2621.48,19.62,0.0,0.0,Jan-2017,434.56,,Oct-2017,0.0,,1,Individual,,,,0.0,0.0,18100.0,,,,,,,,,,,,19100.0,,,,1.0,3620.0,0.0,105.7,0.0,0.0,,226.0,12.0,12.0,0.0,37.0,,23.0,,0.0,3.0,4.0,3.0,3.0,0.0,5.0,5.0,4.0,5.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,19100.0,18100.0,16500.0,0.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,fully paid
,,4000,4000,4000.0, 36 months,19.99,148.64,D,D4,Registered Nurse ,10+ years,MORTGAGE,80000.0,Verified,May-2017,Current,n,,,other,Other,452xx,OH,21.6,0.0,Nov-1998,1.0,26.0,,14.0,0.0,11755,43.7,26.0,f,1958.31,1958.31,3112.56,3112.56,2041.69,1070.87,0.0,0.0,0.0,Feb-2019,148.64,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,156136.0,2.0,2.0,1.0,1.0,2.0,35218.0,64.0,1.0,1.0,1458.0,57.0,26900.0,1.0,3.0,1.0,2.0,11153.0,5138.0,44.8,0.0,0.0,221.0,218.0,2.0,2.0,1.0,35.0,,0.0,26.0,0.0,5.0,10.0,5.0,7.0,11.0,10.0,14.0,10.0,14.0,0.0,0.0,0.0,2.0,88.5,60.0,0.0,0.0,209246.0,46973.0,9300.0,55276.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,current
,,16000,16000,16000.0, 36 months,11.14,524.89,B,B2,Amerian Institutes for Research,< 1 year,RENT,150000.0,Not Verified,Sep-2012,Fully Paid,n,,,debt_consolidation,Debt Consolidation,224xx,VA,9.2,1.0,Jun-1993,2.0,18.0,,22.0,0.0,41916,53.0,40.0,f,0.0,0.0,18111.6294321272,18111.63,16000.0,2111.63,0.0,0.0,0.0,Mar-2014,9189.16,,Mar-2014,0.0,,1,Individual,,,,0.0,0.0,427755.0,,,,,,,,,,,,79075.0,,,,3.0,25162.0,28287.0,32.0,0.0,0.0,161.0,234.0,9.0,9.0,3.0,9.0,18.0,0.0,18.0,0.0,4.0,6.0,9.0,17.0,8.0,18.0,28.0,6.0,22.0,0.0,0.0,0.0,1.0,87.0,12.5,0.0,0.0,515744.0,62448.0,41575.0,30393.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,fully paid
,,20000,20000,20000.0, 36 months,14.47,688.13,C,C2,Corporate Tax Auditor ,9 years,MORTGAGE,83000.0,Not Verified,Jul-2018,Current,n,,,debt_consolidation,Debt consolidation,606xx,IL,32.3,0.0,Sep-2006,1.0,,,10.0,0.0,18724,58.1,34.0,w,16757.3,16757.3,4784.75,4784.75,3242.7,1542.05,0.0,0.0,0.0,Feb-2019,688.13,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,372.0,145186.0,1.0,4.0,0.0,2.0,14.0,126462.0,49.0,1.0,3.0,6776.0,52.0,32200.0,4.0,0.0,1.0,5.0,14519.0,1032.0,89.0,0.0,0.0,140.0,127.0,5.0,5.0,9.0,5.0,,5.0,,0.0,2.0,5.0,2.0,4.0,16.0,6.0,8.0,5.0,10.0,0.0,0.0,0.0,1.0,100.0,50.0,0.0,0.0,189371.0,145186.0,9400.0,157171.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,current
,,16000,16000,16000.0, 60 months,18.55,411.1,E,E2,Regional Operations Manger,3 years,MORTGAGE,67000.0,Source Verified,Jun-2015,Charged Off,n,,,home_improvement,Home improvement,992xx,WA,24.14,0.0,Apr-2000,0.0,64.0,,9.0,0.0,13983,80.8,20.0,w,0.0,0.0,14482.54,14482.54,7252.75,6729.79,0.0,500.0,90.0,Apr-2018,411.1,,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,203920.0,,,,,,,,,,,,17300.0,,,,4.0,22658.0,628.0,95.2,0.0,0.0,100.0,181.0,5.0,5.0,5.0,26.0,64.0,11.0,64.0,0.0,2.0,4.0,2.0,5.0,5.0,5.0,10.0,4.0,9.0,0.0,0.0,0.0,3.0,90.0,100.0,0.0,0.0,220267.0,68184.0,13000.0,61467.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,Y,Sep-2018,ACTIVE,Sep-2018,4232.0,45.01,16.0,charged off
,,8400,8400,8150.0, 36 months,10.42,272.71,B,B3,Behavior Specialist ,4 years,OWN,73000.0,Source Verified,Jan-2018,Current,n,,,home_improvement,Home improvement,932xx,CA,27.14,0.0,May-2003,0.0,,118.0,12.0,1.0,14583,33.5,60.0,f,5663.28,5494.73,3540.37,3435.0,2736.72,803.65,0.0,0.0,0.0,Feb-2019,272.71,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,235589.0,3.0,3.0,2.0,5.0,6.0,221006.0,85.0,1.0,3.0,3198.0,58.0,43500.0,1.0,1.0,1.0,8.0,21417.0,27205.0,28.0,0.0,0.0,130.0,176.0,3.0,3.0,0.0,3.0,,6.0,,0.0,6.0,7.0,7.0,10.0,46.0,9.0,14.0,7.0,12.0,0.0,0.0,0.0,3.0,100.0,14.3,1.0,0.0,270445.0,235589.0,37800.0,226945.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,current
,,9000,9000,9000.0, 36 months,6.49,275.81,A,A2,Office Manager,4 years,OWN,62000.0,Not Verified,Jun-2016,Current,n,,,credit_card,Credit card refinancing,153xx,PA,17.02,0.0,Sep-2003,0.0,,,6.0,0.0,9674,31.2,23.0,w,1088.1,1088.1,8822.68,8822.68,7911.9,910.78,0.0,0.0,0.0,Feb-2019,275.81,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,366430.0,0.0,2.0,0.0,1.0,14.0,46833.0,35.0,1.0,1.0,5053.0,32.0,31000.0,1.0,0.0,1.0,3.0,61072.0,21326.0,31.2,0.0,0.0,152.0,76.0,11.0,9.0,2.0,11.0,,11.0,,0.0,3.0,3.0,3.0,3.0,15.0,3.0,6.0,3.0,6.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,400766.0,56507.0,31000.0,56266.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,current
,,12000,12000,12000.0, 60 months,9.93,254.56,B,B2,Field welding engineer ,3 years,MORTGAGE,150000.0,Not Verified,Feb-2018,Current,n,,,home_improvement,Home improvement,308xx,GA,7.14,0.0,Jul-2006,0.0,35.0,75.0,8.0,1.0,8737,46.7,12.0,w,10049.7,10049.7,3048.1,3048.1,1950.3,1097.8,0.0,0.0,0.0,Feb-2019,254.56,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,225450.0,0.0,2.0,2.0,2.0,7.0,28149.0,88.0,1.0,2.0,5031.0,73.0,18700.0,0.0,3.0,2.0,5.0,28181.0,7463.0,53.9,0.0,0.0,139.0,69.0,7.0,7.0,1.0,7.0,38.0,7.0,38.0,0.0,4.0,4.0,4.0,4.0,6.0,5.0,5.0,4.0,8.0,0.0,0.0,0.0,4.0,75.0,0.0,1.0,0.0,242291.0,36886.0,16200.0,32123.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,current
,,7625,7625,7625.0, 36 months,8.24,239.79,B,B1,Teacher,2 years,RENT,51000.0,Not Verified,Nov-2016,Current,n,,,credit_card,Credit card refinancing,207xx,MD,6.59,0.0,Oct-2010,0.0,,,9.0,0.0,7330,48.5,9.0,w,2311.7,2311.7,6243.34,6243.34,5313.3,930.04,0.0,0.0,0.0,Feb-2019,239.79,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,42902.0,1.0,1.0,0.0,0.0,73.0,35572.0,,5.0,7.0,1667.0,49.0,15100.0,0.0,0.0,1.0,7.0,4767.0,6600.0,49.2,0.0,0.0,73.0,28.0,6.0,6.0,0.0,6.0,,9.0,,0.0,6.0,8.0,6.0,6.0,1.0,8.0,8.0,8.0,9.0,0.0,0.0,0.0,5.0,100.0,33.3,0.0,0.0,46975.0,42902.0,13000.0,31875.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,current
,,16400,16400,16400.0, 36 months,16.29,578.93,D,D1,,,OWN,43200.0,Verified,Mar-2016,Charged Off,n,,,debt_consolidation,,604xx,IL,31.28,0.0,Mar-2003,1.0,,,11.0,0.0,8689,59.5,18.0,w,0.0,0.0,12197.15,12197.15,8589.06,3608.09,0.0,0.0,0.0,Jan-2018,578.93,,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,45842.0,1.0,2.0,1.0,5.0,5.0,37153.0,88.0,2.0,9.0,1811.0,81.0,14600.0,7.0,0.0,12.0,14.0,4167.0,4486.0,50.7,0.0,0.0,79.0,26.0,7.0,5.0,2.0,7.0,,0.0,,0.0,4.0,7.0,6.0,7.0,6.0,9.0,10.0,7.0,11.0,0.0,0.0,0.0,3.0,100.0,50.0,0.0,0.0,56669.0,45842.0,9100.0,42069.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,charged off
,,10000,10000,10000.0, 36 months,9.49,320.29,B,B2,District Sales Support,5 years,RENT,50000.0,Source Verified,Dec-2014,Fully Paid,n,,,credit_card,Credit card refinancing,073xx,NJ,26.6,0.0,Sep-2006,1.0,,,14.0,0.0,18595,58.1,20.0,f,0.0,0.0,10842.04,10842.04,10000.0,842.04,0.0,0.0,0.0,Dec-2015,7324.12,,Jul-2018,0.0,,1,Individual,,,,0.0,0.0,35490.0,,,,,,,,,,,,32000.0,,,,6.0,2535.0,7554.0,58.0,0.0,0.0,91.0,99.0,11.0,6.0,0.0,11.0,,0.0,,0.0,9.0,13.0,9.0,10.0,5.0,13.0,15.0,13.0,14.0,0.0,0.0,0.0,2.0,100.0,22.2,0.0,0.0,51620.0,35490.0,18000.0,19620.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,fully paid
,,28500,28500,28500.0, 36 months,6.03,867.42,A,A1,HR systems consultant,10+ years,MORTGAGE,98500.0,Source Verified,Aug-2014,Fully Paid,n,,,debt_consolidation,Debt consolidation,551xx,MN,21.89,0.0,Mar-1987,1.0,43.0,,13.0,0.0,35932,40.1,35.0,f,0.0,0.0,29308.58,29308.58,28500.0,808.58,0.0,0.0,0.0,Feb-2015,24971.48,,Jun-2018,0.0,,1,Individual,,,,0.0,0.0,196030.0,,,,,,,,,,,,89500.0,,,,5.0,15079.0,47666.0,25.9,0.0,0.0,191.0,329.0,5.0,5.0,5.0,5.0,,5.0,,0.0,4.0,6.0,6.0,8.0,9.0,8.0,21.0,6.0,13.0,0.0,0.0,0.0,1.0,97.1,16.7,0.0,0.0,268254.0,63696.0,64300.0,41311.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,fully paid
,,4000,4000,4000.0, 36 months,9.76,128.62,B,B3,,,MORTGAGE,76000.0,Source Verified,Dec-2015,Charged Off,n,,,debt_consolidation,Debt consolidation,600xx,IL,20.94,0.0,Jun-1977,0.0,67.0,101.0,17.0,1.0,16685,60.0,38.0,w,0.0,0.0,3853.18,3853.18,3249.84,603.34,0.0,0.0,0.0,Jul-2018,128.62,,Nov-2018,0.0,67.0,1,Individual,,,,0.0,653.0,224163.0,,,,,,,,,,,,27800.0,,,,4.0,13186.0,3668.0,71.8,0.0,0.0,145.0,461.0,7.0,7.0,3.0,7.0,67.0,16.0,67.0,1.0,5.0,11.0,6.0,7.0,16.0,14.0,19.0,11.0,17.0,0.0,0.0,0.0,1.0,92.1,66.7,1.0,0.0,251357.0,61726.0,13000.0,48718.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,charged off
,,10000,10000,10000.0, 36 months,12.29,333.53,C,C1,COO,4 years,MORTGAGE,75000.0,Source Verified,Apr-2015,Charged Off,n,,,debt_consolidation,Debt consolidation,928xx,CA,28.45,0.0,Aug-2002,0.0,,,8.0,0.0,35297,101.7,25.0,w,0.0,0.0,1653.99,1653.99,1179.48,474.51,0.0,0.0,0.0,Sep-2015,333.53,,Feb-2017,0.0,,1,Individual,,,,0.0,0.0,380357.0,,,,,,,,,,,,34700.0,,,,4.0,47545.0,0.0,109.7,0.0,0.0,152.0,149.0,19.0,8.0,1.0,19.0,,8.0,,0.0,4.0,5.0,4.0,14.0,7.0,5.0,17.0,5.0,8.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,395211.0,60445.0,29700.0,29511.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,charged off
,,14000,14000,14000.0, 36 months,12.99,471.65,C,C1,Teacher,3 years,RENT,50000.0,Source Verified,Aug-2014,Fully Paid,n,,,debt_consolidation,Debt consolidation,103xx,NY,32.49,2.0,Aug-2000,0.0,9.0,,22.0,0.0,17863,45.8,52.0,w,0.0,0.0,16982.6552460791,16982.66,14000.0,2982.66,0.0,0.0,0.0,Sep-2017,474.91,,Sep-2017,1.0,9.0,1,Individual,,,,0.0,0.0,74075.0,,,,,,,,,,,,39000.0,,,,11.0,3527.0,10718.0,58.9,1.0,0.0,107.0,168.0,1.0,1.0,0.0,1.0,,8.0,,2.0,4.0,8.0,6.0,14.0,21.0,14.0,29.0,8.0,22.0,0.0,0.0,2.0,3.0,94.2,33.3,0.0,0.0,99343.0,74075.0,26100.0,60343.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,fully paid
,,11200,11200,11200.0, 60 months,11.99,249.09,B,B5,Database Analyst ,10+ years,MORTGAGE,70000.0,Source Verified,Jun-2017,Current,n,,,debt_consolidation,Debt consolidation,631xx,MO,23.62,0.0,Sep-2001,1.0,64.0,,19.0,0.0,8607,80.0,37.0,w,8181.73,8181.73,4966.88,4966.88,3018.27,1948.61,0.0,0.0,0.0,Feb-2019,249.09,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,132226.0,0.0,13.0,2.0,3.0,8.0,55314.0,92.0,0.0,0.0,4983.0,80.0,10800.0,0.0,1.0,3.0,3.0,6959.0,5000.0,100.0,0.0,0.0,148.0,188.0,29.0,8.0,2.0,35.0,,3.0,,0.0,1.0,5.0,5.0,5.0,26.0,5.0,9.0,5.0,19.0,,0.0,0.0,2.0,97.0,100.0,0.0,0.0,150983.0,63921.0,5000.0,60339.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,current
,,30000,30000,30000.0, 60 months,22.47,836.61,E,E5,united blood services,10+ years,RENT,80000.0,Verified,Nov-2012,Charged Off,n,,,debt_consolidation,Debt Consolidation,853xx,AZ,20.03,1.0,Jun-2003,0.0,23.0,,13.0,0.0,10989,65.0,34.0,f,0.0,0.0,36546.33,36546.33,16149.79,17311.76,0.0,3084.78,554.7474,Mar-2016,836.61,,Oct-2016,0.0,23.0,1,Individual,,,,0.0,0.0,37855.0,,,,,,,,,,,,16900.0,,,,4.0,3155.0,3190.0,74.3,0.0,0.0,103.0,114.0,3.0,3.0,3.0,3.0,,15.0,23.0,2.0,3.0,5.0,5.0,12.0,7.0,10.0,24.0,5.0,13.0,0.0,0.0,1.0,4.0,94.0,60.0,0.0,0.0,57834.0,37855.0,12400.0,40934.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,charged off
,,20000,20000,20000.0, 60 months,16.14,487.86,C,C4,HR Manager,3 years,OWN,34000.0,Not Verified,Nov-2018,Current,n,,,home_improvement,Home improvement,478xx,IN,30.92,0.0,Nov-2006,1.0,,,7.0,0.0,1104,5.5,23.0,w,19334.55,19334.55,1562.21,1562.21,665.45,896.76,0.0,0.0,0.0,Feb-2019,487.86,Mar-2019,Feb-2019,0.0,,1,Joint App,80000.0,21.27,Not Verified,0.0,0.0,31652.0,1.0,3.0,2.0,2.0,1.0,30548.0,76.0,1.0,1.0,945.0,53.0,19900.0,0.0,5.0,3.0,3.0,4522.0,6555.0,12.6,0.0,0.0,144.0,144.0,12.0,1.0,0.0,12.0,,1.0,,0.0,1.0,2.0,1.0,5.0,12.0,4.0,11.0,2.0,7.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0,60075.0,31652.0,7500.0,40175.0,51461.0,Sep-1997,0.0,3.0,5.0,39.0,0.0,4.0,0.0,0.0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,current
,,18325,18325,18325.0, 36 months,16.99,653.25,D,D3,SOFTWARE ENGINEER,5 years,RENT,50920.0,Not Verified,Aug-2015,Fully Paid,n,,,debt_consolidation,Debt consolidation,151xx,PA,26.56,0.0,Apr-2008,3.0,,,20.0,0.0,25673,61.1,36.0,w,0.0,0.0,23503.0722706019,23503.07,18325.0,5178.07,0.0,0.0,0.0,Aug-2018,656.62,,Aug-2018,0.0,,1,Individual,,,,0.0,0.0,110743.0,,,,,,,,,,,,42000.0,,,,10.0,5537.0,5148.0,73.9,0.0,0.0,83.0,88.0,4.0,4.0,0.0,4.0,,0.0,,1.0,7.0,14.0,8.0,8.0,20.0,15.0,16.0,14.0,20.0,0.0,0.0,0.0,3.0,97.1,75.0,0.0,0.0,141558.0,110743.0,19700.0,99558.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,fully paid
,,15000,15000,15000.0, 60 months,16.29,367.09,D,D2,Fixed Income Senior Portfolio Analyst,8 years,MORTGAGE,105000.0,Not Verified,Sep-2014,Charged Off,n,,,credit_card,Credit card refinancing,212xx,MD,18.57,0.0,Oct-1992,1.0,,,11.0,0.0,4457,71.9,38.0,f,0.0,0.0,12263.49,12263.49,6003.58,5009.12,0.0,1250.79,225.1422,Mar-2017,367.09,,Sep-2018,0.0,,1,Individual,,,,0.0,0.0,277253.0,,,,,,,,,,,,6200.0,,,,9.0,34657.0,1743.0,71.9,0.0,0.0,109.0,263.0,1.0,1.0,3.0,1.0,,6.0,,0.0,5.0,5.0,6.0,18.0,3.0,8.0,32.0,5.0,10.0,0.0,0.0,0.0,4.0,100.0,40.0,0.0,0.0,300897.0,31911.0,6200.0,31000.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,charged off
,,9500,9500,9500.0, 36 months,8.9,301.66,A,A5,Hayes beer,4 years,MORTGAGE,62500.0,Source Verified,Mar-2012,Fully Paid,n,,,debt_consolidation,wayout,611xx,IL,9.1,0.0,Feb-2004,0.0,,,6.0,0.0,7873,64.5,12.0,f,0.0,0.0,10568.6708602576,10568.67,9500.0,1068.67,0.0,0.0,0.0,Nov-2013,4845.98,,Nov-2013,0.0,,1,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,fully paid
,,13150,13150,13150.0, 60 months,13.67,303.74,C,C3,police officer ,10+ years,MORTGAGE,78000.0,Not Verified,Feb-2016,Charged Off,n,,,debt_consolidation,Debt consolidation,190xx,PA,24.57,0.0,Aug-2002,0.0,,,24.0,0.0,30351,46.9,38.0,w,0.0,0.0,6010.48,6010.48,2502.63,2043.48,0.0,1464.37,263.5866,May-2017,303.74,,Nov-2017,0.0,,1,Individual,,,,0.0,0.0,430409.0,1.0,2.0,2.0,3.0,11.0,19692.0,77.0,2.0,3.0,3356.0,56.0,64700.0,2.0,6.0,3.0,7.0,18713.0,15954.0,45.0,0.0,0.0,162.0,104.0,7.0,6.0,5.0,10.0,,5.0,,0.0,6.0,12.0,9.0,10.0,10.0,20.0,23.0,13.0,24.0,0.0,0.0,0.0,5.0,100.0,11.1,0.0,0.0,485863.0,50043.0,29000.0,25543.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,charged off
,,5000,5000,5000.0, 36 months,14.08,171.09,C,C3,Agent,10+ years,OWN,111000.0,Not Verified,Jan-2018,Current,n,,,debt_consolidation,Debt consolidation,386xx,MS,8.21,0.0,May-1992,1.0,27.0,,10.0,0.0,11409,54.1,22.0,w,3432.0,3432.0,2220.26,2220.26,1568.0,652.26,0.0,0.0,0.0,Feb-2019,171.09,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,365600.0,3.0,1.0,3.0,3.0,4.0,19553.0,98.0,4.0,4.0,4222.0,75.0,21100.0,2.0,0.0,3.0,8.0,36560.0,4562.0,50.9,0.0,0.0,95.0,308.0,1.0,1.0,4.0,1.0,27.0,1.0,27.0,0.0,2.0,7.0,2.0,5.0,5.0,8.0,13.0,7.0,10.0,0.0,0.0,0.0,8.0,63.6,0.0,0.0,0.0,379407.0,30962.0,9300.0,20000.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,current
